Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,R.A. (h:m:s),Decl. (d:m:s),R.A. (deg),Decl. (deg),SpT_OPT,Ref,SpT_NIR,Ref,Peculiarities,Ref,Candidacy,Type,Ref,D_Trig (pc),eD_Trig-,eD_Trig+,Ref,2MASS-WISE-μα,2MASS-WISE-μδ,μα (mas/yr),μδ (mas/yr),Ref,RV,Ref,2MASS-J,2MASS-H,2MASS-K,WISE-W1,WISE-W2,WISE-W3,WISE-W4,USNO-B,USNO-R,SDSS-u’,SDSS-g’,SDSS-r’,SDSS-i’,SDSS-z’,DENIS-I,DENIS-J,DENIS-KS,CSS-I,UCAC4-R,UCAC4-I,IRAC-ch1,Ref,IRAC-ch2,Ref,IRAC-ch3,Ref,IRAC-ch4,Ref,MKO-Y,Ref,MKO-J,Ref,MKO-H,Ref,MKO-K,Ref,MKO-L’,Ref,CH4on,Ref,CFHT-Y,Ref,VJ,Ref,RC,Ref,IC,Ref,InDwarfArchive,Comments
J1329+5317,13292602+5317344,132926.05+531733.4,132926.03+531733.9,,Zhang2009,13:29:26,53:17:34,202.3584165,53.292889,L1,Zhang2009,...,...,...,...,...,...,...,...,...,...,...,29.7 ± 15.2,-97.4 ± 33.1,9.94 ± 132.61,-189.74 ± 120.04,Zhang2009,...,...,16.815 ± 0.198,15.594 ± 0.167,15.622 ± 0.235,15.219 ± 0.038,14.952 ± 0.067,> 13.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1329+0357,13293723+0357297,132937.23+035729.8,,,West2008,13:29:37,3:57:30,202.40507,3.95823,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,5.0 ± 17.8,11.7 ± 19.7,,,,-6.3 ± 22.5,West2008;Schmidt2010,16.038 ± 0.096,15.148 ± 0.092,15.046 ± 0.142,14.399 ± 0.028,14.055 ± 0.043,> 12.991,,,,23.14 ± 0.59,24.63 ± 0.60,22.87 ± 0.22,20.20 ± 0.04,18.34 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1330+1411,13301009+1411132,133009.97+141113.4,133010.03+141113.3,,Schmidt2010,13:30:10,14:11:13,202.54179,14.187028,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-150.3 ± 23.2,15.2 ± 24.1,...,...,,-15.2 ± 8.6,Schmidt2010,16.442 ± 0.111,15.761 ± 0.156,15.206 ± 0.146,15.254 ± 0.042,14.986 ± 0.077,> 12.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1331+3407,13313310+3407583,133132.80+340756.4,,,Reid2008,13:31:33,34:07:58,202.8879165,34.132861,L0,Reid2008,L1 p(red),Kirkpatrick2010,Red,Kirkpatrick2010,...,...,...,...,...,...,...,-356.8 ± 8.3,-180.9 ± 10.8,-352.73 ± 18.71,-169.00 ± 18.50,Jameson2008,11.6 ± 60.4,Schmidt2010;Kirkpatrick2010,14.333 ± 0.024,13.401 ± 0.030,12.885 ± 0.020,12.546 ± 0.023,12.318 ± 0.024,11.754 ± 0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1331-0116,13314894-0116500,133148.64-011701.7,133148.92-011651.4,,Hawley2002,13:31:49,-1:16:50,202.95387,-1.2805556,L6,Hawley2002,L8 p(blue),Knapp2004,Blue,Knapp2004,...,...,...,14.86,2.78,2.78,Marocco2013,-401.4 ± 14.0,-1040.4 ± 25.2,-407.65 ± 17.08,-1029.62 ± 15.27,Jameson2008,...,...,15.459 ± 0.040,14.475 ± 0.039,14.073 ± 0.068,13.412 ± 0.024,13.123 ± 0.028,12.262 ± 0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1332+2635,13322863+2635079,133228.46+263508.4,,2MASSI J1332286+263508,Kirkpatrick2000,13:32:29,26:35:08,203.1192915,26.585528,L2,Kirkpatrick2000,...,...,...,...,...,...,...,...,...,...,...,-165.9 ± 10.4,36.7 ± 11.9,-151.48 ± 13.02,40.87 ± 16.21,Jameson2008,...,...,16.076 ± 0.089,15.122 ± 0.083,14.348 ± 0.082,14.095 ± 0.028,13.795 ± 0.039,> 12.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1332+7459,13324530+7459441,133244.14+745944.8,,G 255-34 B,Gomes2013,13:32:44,74:59:45,203.1837641,74.9957865,...,...,L2,Gomes2013,Companion,Gomes2013,...,...,...,36.21,1.49,1.49,VanLeeuwen2007,-442.2 ± 2.2,63.0 ± 12.5,-471 ± 28,39 ± 22,Gomes2013,...,...,15.103 ± 0.041,14.116 ± 0.034,13.569 ± 0.032,13.194 ± 0.024,12.933 ± 0.025,12.108 ± 0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1332+3258,13325777+3258135,133257.72+325812.6,133257.73+325813.1,,West2008,13:32:58,32:58:13,203.24057,32.97031,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-51.4 ± 19.3,-94.7 ± 26.0,-104.20 ± 39.62,-107.90 ± 39.65,Zhang2009,-7.9 ± 5.0,West2008,16.567 ± 0.110,15.489 ± 0.111,15.330 ± 0.119,15.057 ± 0.042,14.857 ± 0.078,> 12.559,,,,24.19 ± 1.00,24.86 ± 0.42,23.22 ± 0.24,20.74 ± 0.04,18.72 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1333+1509,13331284+1509569,133312.70+150956.8,133312.79+150956.6,,Schmidt2010,13:33:13,15:09:57,203.30329,15.165722,L0,Schmidt2010,M8,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-161.8 ± 13.9,-10.5 ± 14.3,...,...,,-43.5 ± 12.2,Schmidt2010,15.839 ± 0.071,15.275 ± 0.091,15.086 ± 0.138,14.614 ± 0.033,14.356 ± 0.052,> 12.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1333-0215,13334540-0215599,133345.19-021601.1,133345.36-021600.2,,Schmidt2010,13:33:45,-2:16:00,203.439,-2.266722,L3,Schmidt2010,L2,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-273.8 ± 12.6,-110.5 ± 15.8,...,...,,...,...,15.378 ± 0.041,14.368 ± 0.041,13.852 ± 0.050,13.534 ± 0.026,13.272 ± 0.032,> 12.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1334+1940,13340623+1940351,133406.17+194036.5,,2MASSW J1334062+194034,Kirkpatrick1999,13:34:06,19:40:35,203.525958,19.676417,L1.5,Kirkpatrick1999,...,...,...,...,...,...,...,...,...,...,...,-59.1 ± 5.7,103.7 ± 6.4,-58.00 ± 13.82,98.07 ± 14.71,Jameson2008,-21.1 ± 14.3,Schmidt2010,15.477 ± 0.059,14.833 ± 0.065,14.001 ± 0.053,13.661 ± 0.026,13.405 ± 0.032,12.442 ± 0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1334-8226,13341216-8226232,133411.70-822622.8,,,Kirkpatrick2010,13:34:12,-82:26:23,203.550675,-82.439778,L0,Kirkpatrick2010,...,...,...,...,...,...,...,...,...,...,...,-91.8 ± 1.2,38.8 ± 11.9,...,...,,...,...,14.566 ± 0.044,13.751 ± 0.043,13.182 ± 0.046,12.929 ± 0.024,12.714 ± 0.025,11.995 ± 0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1335+1506,...,...,,ULAS J133502.11+150653.5 ,Burningham2013,13:35:02,15:06:54,203.75879,15.114861,...,...,T6,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,19.03 ± 0.03,Burningham2013,17.97 ± 0.02,Burningham2013,18.3 ± 0.03,Burningham2013,18.23 ± 0.14,Burningham2013,,,,,,,,,,,,,,
J1335+1130,...,,,ULAS J133553.45+113005.2,Burningham2008,13:35:53,11:30:05,203.97271,11.501444,...,...,T9,Burningham2008,...,...,...,...,...,10.01,0.16,0.16,Dupuy2012,,,160.47 ± 51.53,-289.50 ± 50.48,Burningham2008,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,18.81 ± 0.04,Burningham2008,17.90 ± 0.01 ,Burningham2008,18.25 ± 0.01,Burningham2008,18.28 ± 0.03,Burningham2008,,,,,,,,,,,,,X,
J1336+3743,13364062+3743230,133640.41+374322.2,,,Cruz2007,13:36:41,37:43:23,204.1692495,37.723056,L1,Cruz2007,L0.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-208.9 ± 7.3,-71.5 ± 8.8,-200.43 ± 9.55,-60.51 ± 13.21,Jameson2008,...,...,14.412 ± 0.026,13.630 ± 0.027,13.099 ± 0.022,12.777 ± 0.025,12.537 ± 0.025,12.733 ± 0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1337+4938,13373116+4938367,133731.21+493837.5,,,Cruz2007,13:37:31,49:38:37,204.37979,49.643528,L0,Cruz2007,M9,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,45.5 ± 5.8,67.5 ± 10.2,...,...,,...,...,13.765 ± 0.025,13.035 ± 0.027,12.576 ± 0.029,12.239 ± 0.023,11.904 ± 0.023,11.668 ± 0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1337+2636,13375038+2636512,133750.46+263648.6,,WISE J133750.46+263648.6,Mace2013,13:37:50,26:36:48,204.4602637,26.613454,...,...,T5,Mace2013,...,...,...,...,...,...,...,...,...,96.4 ± 32.1,-249.6 ± 38.0,,,,...,...,16.673 ± 0.148,> 16.115,> 16.966,16.307 ± 0.082,14.616 ± 0.062,> 12.224,> 9.03,,,,,,,,,,,,,, ... , ... , ... , ... ,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,,
J1338+4140,13382615+4140342,133825.99+414030.3,,2MASSW J1338261+414034,Kirkpatrick2000,13:38:26,41:40:34,204.60892,41.676167,L2.5,Kirkpatrick2000,L2.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-152.9 ± 8.1,-324.5 ± 8.8,-153.04 ± 24.28,-311.03 ± 24.52,Jameson2008,...,...,14.221 ± 0.022,13.311 ± 0.023,12.771 ± 0.022,12.297 ± 0.023,12.018 ± 0.022,11.802 ± 0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1338-0142,...,,,ULAS J133828.69-014245.4 ,Burningham2013,13:38:29,-1:42:45,204.61954,-1.7126111,...,...,T7.5,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,> 18.22     ,16.12 ± 0.19,> 13.01,> 9.34,,,,,,,,,,,,,,,,,,,,,,19.57 ± 0.08,Burningham2013,18.69 ± 0.1,Burningham2013,19.14 ± 0.09,Burningham2013,19.21 ± 0.12,Burningham2013,,,,,,,,,,,,,,
J1338+0437,13384944+0437315,133849.52+043729.2,,,Reid2008,13:38:49,4:37:32,204.7060005,4.625417,L1,Reid2008,L0,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,115.3 ± 10.6,-223.8 ± 16.0,111.78 ± 13.41,-224.20 ± 12.95,Jameson2008,14.7 ± 5.4,Schmidt2010,14.157 ± 0.029,13.249 ± 0.031,12.737 ± 0.032,12.412 ± 0.024,12.219 ± 0.023,12.171 ± 0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1339-0056,...,...,,ULAS J133933.64-005621.1 ,Burningham2013,13:39:34,23:03:38,204.89017,-0.93919444,...,...,T7,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,19.21 ± 0.05,Burningham2013,18.24 ± 0.05,Burningham2013,18.48 ± 0.04,Burningham2013,18.39 ± 0.05,Burningham2013,,,,,,,,,,,,,,
J1339+0104,...,...,,ULAS J133943.79+010436.4 ,Burningham2013,13:39:44,1:04:36,204.93246,1.0767778,...,...,T5,Burningham2013,...,...,...,...,...,62.42,3.35,3.35,VanLeeuwen2007,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,19.15 ± 0.05,Burningham2013,18.08 ± 0.04,Burningham2013,18.39 ± 0.13,Burningham2013,18.39 ± 0.05,Burningham2013,,,,,,,,,,,,,,
J1341+0542,13410235+0542489,...,,PMI 13410+0542 B,Deacon2014,13:41:02,5:42:49,205.25983,5.713586,...,...,L4,Deacon2014,Companion,Deacon2014,...,...,...,...,...,...,...,,,,,,...,...,16.187 ± 0.142,15.128 ± 0.131,14.799 ± 0.138,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1341-3052,13411160-3052505,134111.62-305252.1,,,Reid2008,13:41:12,-30:52:51,205.298334,-30.880694,L2::,Reid2008,L2.5:,Bardalez-Gagliuffi2014,Strong Candidate L1 + T6.5: binary,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,27.9 ± 8.2,-146.3 ± 10.0,...,...,,33.7 ± 5.0,Galvez_Ortiz2010,14.607 ± 0.031,13.725 ± 0.032,13.081 ± 0.024,12.728 ± 0.023,12.407 ± 0.025,11.825 ± 0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1341+5510,13414890+5510458,134148.72+551047.1,134148.85+551046.2,,Schmidt2010,13:41:49,55:10:46,205.453545,55.1795,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-138.6 ± 5.2,114.4 ± 10.3,...,...,,26.6 ± 6.0,Schmidt2010,15.209 ± 0.044,14.393 ± 0.040,14.042 ± 0.048,13.587 ± 0.025,13.304 ± 0.029,12.558 ± 0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1342+1340,13420311+1340222,134203.09+134022.1,134203.11+134022.2,,Chiu2006,13:42:03,13:40:22,205.51296,13.672833,...,...,L5.5,Chiu2006,...,...,...,...,...,...,...,...,...,-24.6 ± 19.9,-14.6 ± 26.2,...,...,,...,...,16.756 ± 0.144,15.708 ± 0.110,15.109 ± 0.141,14.454 ± 0.033,14.103 ± 0.046,> 12.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1342+1751,13422362+1751558,134223.54+175155.6,,2MASSW J1342236+175156,Kirkpatrick1999,13:42:24,17:51:56,205.5984165,17.8655,L2.5,Kirkpatrick1999,...,...,...,...,...,...,...,...,...,...,...,-103.3 ± 13.2,-16.9 ± 16.3,-70.09 ± 11.13,-1.96 ± 8.32,Jameson2008,...,...,16.135 ± 0.082,15.049 ± 0.076,14.590 ± 0.091,13.983 ± 0.028,13.709 ± 0.038,> 12.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1342+6037,13422494+6037314,134224.91+603731.9,,,West2008,13:42:25,60:37:31,205.60387,60.6254,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-18.7 ± 8.8,50.4 ± 24.1,,,,-36.7 ± 5.1,West2008;Schmidt2010,16.359 ± 0.102,15.637 ± 0.116,15.508 ± 0.155,15.072 ± 0.033,14.911 ± 0.063,> 13.238,,,,24.12 ± 0.73,24.39 ± 0.38,23.95 ± 0.41,20.84 ± 0.05,19.07 ± 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1342-0027,13422841-0027055,134228.32-002705.2,,,West2008,13:42:28,23:32:53,205.61836,-0.45158,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-116.3 ± 18.2,24.8 ± 12.9,,,,7.4 ± 38.9,Schmidt2010;West2008,15.594 ± 0.059,14.877 ± 0.051,14.297 ± 0.084,14.010 ± 0.027,13.731 ± 0.035,> 12.878,,,,24.77 ± 0.96,24.17 ± 0.39,22.23 ± 0.13,19.74 ± 0.03,17.94 ± 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1343-1216,13431074-1216256,134310.44-121628.8,,...,Luhman2014a,13:43:10,-12:16:29,205.7935,-12.274667,...,...,L6.5:: p(blue),Luhman2014a,Blue,Luhman2014a,...,...,...,...,...,...,...,-370.6 ± 17.3,-265.3 ± 16.8,...,...,...,...,...,16.272 ± 0.097,15.464 ± 0.093,15.226 ± 0.175,14.527 ± 0.031,14.278 ± 0.048,12.785 ± 0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1343+3945,13431670+3945087,134316.32+394510.0,,2MASSW J1343167+394508,Kirkpatrick2000,13:43:17,39:45:09,205.819584,39.752417,L5,Kirkpatrick2000,L5.5::,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-360.7 ± 7.2,112.8 ± 9.9,-343.11 ± 30.15,116.14 ± 25.89,Jameson2008,...,...,16.162 ± 0.071,14.857 ± 0.050,14.150 ± 0.047,13.233 ± 0.023,12.836 ± 0.027,12.275 ± 0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1343-0301,13432249-0301002,134322.52-030100.5,134322.51-030100.2,,Schmidt2010,13:43:23,-3:01:00,205.843785,-3.016722,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,36.5 ± 15.8,-25.6 ± 16.1,...,...,,4.8 ± 19.5,Schmidt2010,16.132 ± 0.089,15.443 ± 0.088,15.031 ± 0.141,14.580 ± 0.031,14.397 ± 0.051,> 12.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1343+1312,13432911+1312267,134328.90+131226.2,134329.01+131226.2,,Schmidt2010,13:43:29,13:12:26,205.870875,13.207278,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-259.0 ± 14.4,-44.1 ± 13.5,...,...,,...,...,16.022 ± 0.078,15.444 ± 0.115,14.886 ± 0.117,14.299 ± 0.029,14.031 ± 0.042,> 12.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1343-0220,13433872-0220446,134338.64-022043.4,,,West2008,13:43:39,-2:20:45,205.9114,-2.34572,L0,West2008,...,...,Galactic Extinction > 0.2 mag,West2008,...,...,...,...,...,...,...,-118.2 ± 28.7,133.0 ± 23.5,,,,-30.1 ± 31.0,West2008;Schmidt2010,16.296 ± 0.122,15.534 ± 0.118,15.018 ± 0.150,14.846 ± 0.032,14.398 ± 0.050,> 13.033,,,,24.46 ± 1.29,24.45 ± 0.67,22.97 ± 0.29,20.42 ± 0.05,18.64 ± 0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1345+5216,13452562+5216337,134525.48+521634.6,134525.57+521634.0,,Chiu2006,13:45:26,52:16:34,206.356755,52.276028,...,...,L3.5,Chiu2006,...,...,...,...,...,...,...,...,...,-121.8 ± 13.9,86.4 ± 30.5,...,...,,...,...,16.945 ± 0.177,16.257 ± 0.243,15.348 ± 0.142,14.969 ± 0.033,14.741 ± 0.055,> 12.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1345+6542,13454441+6542178,134544.48+654217.8,,,West2008,13:45:44,65:42:18,206.43483,65.70497,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,42.0 ± 4.3,3.4 ± 19.5,,,,-15.9 ± 31.2,Schmidt2010;West2008,15.873 ± 0.099,> 14.907,> 14.599,13.990 ± 0.026,13.689 ± 0.030,13.145 ± 0.491,,,,24.10 ± 0.98,25.82 ± 0.56,22.49 ± 0.18,20.21 ± 0.04,18.35 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1346+0842,13460746+0842346,134607.30+084233.7,134607.41+084234.5,,Schmidt2010,13:46:07,8:42:35,206.530875,8.709583,L2,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-222.2 ± 13.1,-88.0 ± 15.8,...,...,,-17.7 ± 10.6,Schmidt2010,15.743 ± 0.072,14.786 ± 0.083,14.162 ± 0.068,13.754 ± 0.025,13.537 ± 0.031,12.897 ± 0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1346-0031,13464634-0031501,134646.07-003151.4,,SDSSp J134646.45-003150.4,Tsvetanov2000,13:46:46,23:28:09,206.6930835,-0.530583,T7,Burgasser2003d,T6.5,Burgasser2006,...,...,...,...,...,14.64,0.49,0.49,Tinney2003,-442.0 ± 45.9,-138.4 ± 40.3,-503.18 ± 3.24,-114.32 ± 1.90,Tinney2003,...,...,16.000 ± 0.102,15.459 ± 0.118,15.772 ± 0.273,15.485 ± 0.045,13.567 ± 0.034,12.149 ± 0.257,,,,,,,,,,,,,,,,,,,,,,,16.80 ± 0.01,Scholz2012?,15.64 ± 0.01,Scholz2012?,15.97 ± 0.01,Scholz2012?,15.96 ± 0.02,Scholz2012?,,,,,,,,,,,,,X,
J1347-7610,13475911-7610054,134759.64-761004.9,,,Kendall2007,13:47:59,-76:10:05,206.996295,-76.168167,L0,Phan-Bao2008,L0,Kendall2007,...,...,...,...,...,...,...,...,...,192.8 ± 2.1,44.0 ± 10.7,257.12 ± 62.63,286.56 ± 62.66,Hambly2001,...,...,13.792 ± 0.031,13.045 ± 0.029,12.550 ± 0.030,12.173 ± 0.025,11.865 ± 0.024,11.579 ± 0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1348-1344,13480290-1344071,134802.49-134412.0,,LHS 2803 B,Deacon2012b,13:48:02,-13:44:12,207.0103434,-13.7367212,...,...,T5.5,Deacon2012b,Companion,...,...,...,...,...,...,...,...,-646.7 ± 35.5,-524.3 ± 35.6,,,,...,...,16.67 ± 0.10,16.67 ± 0.13,> 17.01,16.15 ± 0.07,14.18 ± 0.05,> 12.14,> 9.14,,,,,,,,,,,,,,15.30 ± 0.03,Mace2013,14.10 ± 0.02,Mace2013,,,,, ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,,,,2MASS JHK Photometry from PAIRITEL
J1348+6603,13480677+6603315,134806.99+660328.4,...,WISEPC J134806.99+660327.8,Kirkpatrick2011,13:48:07,66:03:28,207.029115,66.057722,...,...,L9,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,117.8 ± 6.0,-274.4 ± 28.1,...,...,,...,...,17.174 ± 0.070,15.841 ± 0.072,15.551 ± 0.109,14.433 ± 0.028,13.756 ± 0.032,12.649 ± 0.294,> 9.62,,,...,...,...,...,...,,,,,,,13.953 ± 0.018,Kirkpatrick2011,13.821 ± 0.018,Kirkpatrick2011,,,,,...,...,...,...,...,...,...,...,,,,,,,,,,,,,X,
J1348+0353,13484591+0353545,134846.04+035350.9,,,Reid2008,13:48:46,3:53:55,207.191292,3.898472,L0:,Reid2008,...,...,...,...,...,...,...,...,...,...,...,190.6 ± 12.7,-361.0 ± 14.1,206.99 ± 19.52,-355.64 ± 16.67,Jameson2008,0.8 ± 4.3,Schmidt2010,14.628 ± 0.025,13.760 ± 0.028,13.229 ± 0.038,12.888 ± 0.025,12.658 ± 0.026,12.029 ± 0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1349+5049,13492525+5049544,134925.26+504954.8,,,West2008,13:49:25,50:49:54,207.35522,50.8318,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,13.8 ± 5.7,44.2 ± 9.9,,,,-6.7 ± 7.3,West2008;Schmidt2010,14.721 ± 0.034,13.973 ± 0.039,13.567 ± 0.054,13.165 ± 0.024,12.913 ± 0.026,12.372 ± 0.270,,,,25.48 ± 0.61,24.90 ± 0.46,21.87 ± 0.07,19.16 ± 0.02,17.26 ± 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1349+0918,...,,,ULAS J134940.81+091833.3,Burningham2010b,13:49:41,9:18:33,207.42004,9.30925,...,...,T7,Burningham2010b,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,20.51 ± 0.03,Burningham2010b,19.16 ± 0.03,Burningham2010b,19.43 ± 0.03,Burningham2010b,19.37 ± 0.04,Burningham2010b,,,,,,,,,,,,,X,
J1351+4157,13514747+4157479,135147.43+415747.3,,PMI 13518+4157 B,Deacon2014,13:51:47,41:57:47,207.9478,41.963314,...,...,L1.5,Deacon2014,Companion,Deacon2014,...,...,...,...,...,...,...,-45.1 ± 8.8,-54.9 ± 12.0,,,,...,...,15.081 ± 0.030,14.352 ± 0.048,13.851 ± 0.039,13.556 ± 0.026,13.222 ± 0.029,12.460 ± 0.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1352+3240,13523867+3240026,135238.64+324002.2,135238.65+324002.4,,Schmidt2010,13:52:39,32:40:02,208.161045,32.667333,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-35.2 ± 13.8,-38.1 ± 17.0,...,...,,-13.1 ± 7.6,Schmidt2010,16.051 ± 0.087,15.287 ± 0.112,14.988 ± 0.126,14.670 ± 0.033,14.457 ± 0.057,> 12.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1353-0857,13530778-0857119,135307.51-085712.0,,WISE J135307.51-085712.0,Thompson2013,13:53:08,-8:57:12,208.28126,-8.9533488,...,...,L0,Thompson2013,...,...,...,...,...,...,...,...,...,-357.0 ± 15.5,-8.7 ± 15.0,,,,...,...,> 14.875,> 14.632,14.197 ± 0.075,13.732 ± 0.027,13.346 ± 0.031,> 12.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1353+6509,13532700+6509442,135326.85+650944.0,,,West2008,13:53:27,65:09:44,208.36275,65.16235,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-91.3 ± 7.5,-12.5 ± 25.6,,,,-41.1 ± 5.0,West2008,16.659 ± 0.132,15.930 ± 0.152,15.459 ± 0.153,15.356 ± 0.035,15.120 ± 0.061,> 13.153,,,,24.66 ± 1.06,24.12 ± 0.35,23.24 ± 0.33,20.52 ± 0.05,18.64 ± 0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1354+5044,13543964+5044510,135439.33+504451.3,135439.54+504451.0,,Schmidt2010,13:54:40,50:44:51,208.664745,50.7475,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-259.9 ± 5.7,21.9 ± 13.9,...,...,,-22.1 ± 17.4,Schmidt2010,14.353 ± 0.031,13.576 ± 0.028,13.157 ± 0.036,12.719 ± 0.024,12.465 ± 0.024,12.060 ± 0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1356+0853,...,,,ULAS J135607.41+085345.2,Burningham2010b,13:56:07,8:53:45,209.03088,8.8958889,...,...,T5,Burningham2010b,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,19.37 ± 0.05,Burningham2010b,18.04 ± 0.05,Burningham2010b,18.19 ± 0.03,Burningham2010b,18.22 ± 0.05,Burningham2010b,,,,,,,,,,,,,X,
